NAMESPACE                NAME                                                     READY   STATUS                       RESTARTS           AGE     IP                NODE                    NOMINATED NODE   READINESS GATES
ns-agent-admin-bot       admin-bot-6cbbf5d95c-c27hq                               1/1     Running                      0                  7d10h   10.244.0.62       talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-agent-api-5b7ccb4fb8-2qdqq                         1/1     Running                      0                  6d13h   10.244.0.25       talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-animal-api-connector-688b9fc9cc-5w8hd              1/1     Running                      0                  6d13h   10.244.0.6        talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-ask-rag-api-5b4788d4dc-42xvs                       1/1     Running                      0                  6d18h   10.244.0.56       talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-cloudflared-7dcd8d996b-s6snm                       1/1     Running                      0                  6d14h   10.244.0.241      talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-dashboard-7c498b7978-nx2bk                         1/1     Running                      0                  6d12h   10.244.0.53       talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-fast-rules-74d87988dc-b47lt                        1/1     Running                      0                  6d13h   10.244.0.5        talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-minio-6d7f7bcbf6-xw6qz                             1/1     Running                      0                  7d9h    10.244.0.147      talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-pinggy-tunnel-5885c8c89d-k2qbr                     1/1     Running                      161 (42m ago)      6d16h   10.244.0.158      talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-postgres-c45c47c95-qjfsv                           1/1     Running                      0                  7d9h    10.244.0.145      talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-professor-chat-api-587494b6fb-w95k6                0/1     CrashLoopBackOff             1816 (108s ago)    6d11h   10.244.0.107      talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-professor-chat-api-865c78bf49-xbkhw                1/1     Running                      0                  6d14h   10.244.0.230      talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-professor-chat-runtime-v2-6b8bc55677-b8w5h         1/1     Running                      0                  6d11h   10.244.0.109      talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-qdrant-6b68c9799-jgz8r                             1/1     Running                      0                  7d9h    10.244.0.146      talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-quick-tunnel-76bf98dbf7-95qj8                      1/1     Running                      0                  6d16h   10.244.0.148      talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-rag-service-7cf8f5b457-swlvt                       1/1     Running                      0                  6d12h   10.244.0.86       talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-rag-service-85d5f78d84-59b96                       0/1     Running                      2240 (42s ago)     6d12h   10.244.0.92       talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-redis-6f9b78bf94-fsxk7                             1/1     Running                      0                  7d9h    10.244.0.142      talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-web-7858b5d7f8-z6p94                               1/1     Running                      0                  7d10h   10.244.0.54       talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-wife-gateway-9fff6d56c-ssjzv                       1/1     Running                      0                  6d14h   10.244.0.246      talos-h93-b9x           <none>           <none>
ns-agent-ayosh           ayosh-wife-gateway-ccb7c7f76-t64hp                       0/1     Running                      2227 (6m17s ago)   6d11h   10.244.0.122      talos-h93-b9x           <none>           <none>
ns-agent-forensics-bot   forensics-bot-7fdff7f6ff-fnck2                           1/1     Running                      0                  7d10h   10.244.0.59       talos-h93-b9x           <none>           <none>
ns-agent-jordan-bot      jordan-bot-649df6db6b-b8zbk                              0/1     CrashLoopBackOff             2137 (4m34s ago)   7d19h   10.244.0.108      talos-h93-b9x           <none>           <none>
ns-agent-manager         hermes-control-admin-dashboard-5b9d84ff84-rvkh2          1/1     Running                      0                  7d19h   10.244.0.102      talos-h93-b9x           <none>           <none>
ns-agent-manager         hermes-live-admin-dashboard-855d4bd847-62x8t             1/1     Running                      0                  7d20h   10.244.0.82       talos-h93-b9x           <none>           <none>
ns-agent-manager         hermes-native-admin-dashboard-669b87798b-ptdj5           1/1     Running                      0                  7d20h   10.244.0.81       talos-h93-b9x           <none>           <none>
ns-agent-manager         manager-bot-c56f74cbb-czrmq                              1/1     Running                      0                  7d10h   10.244.0.57       talos-h93-b9x           <none>           <none>
ns-agent-palestine-bot   palestine-bot-76964bbb4b-z7jrn                           1/1     Running                      0                  7d19h   10.244.0.112      talos-h93-b9x           <none>           <none>
ns-agent-palestine       palestine-5968458c5b-kf4d8                               0/1     CrashLoopBackOff             2147 (4m35s ago)   7d20h   10.244.0.87       talos-h93-b9x           <none>           <none>
ns-agent-research-bot    research-bot-84bc76c6d-l2cs9                             1/1     Running                      0                  7d10h   10.244.0.58       talos-h93-b9x           <none>           <none>
ns-agent-test-bot        test-bot-745566dff5-4j8cc                                1/1     Running                      0                  7d22h   10.244.0.38       talos-h93-b9x           <none>           <none>
ns-app-hermes            hermes-agent-56c994875-ssqtf                             1/1     Running                      0                  8d      10.244.0.220      talos-h93-b9x           <none>           <none>
observability            openlit-0                                                1/1     Running                      0                  8d      10.244.0.233      talos-h93-b9x           <none>           <none>
observability            openlit-db-0                                             1/1     Running                      0                  8d      10.244.0.234      talos-h93-b9x           <none>           <none>
openclaw-ai              openclaw-5bccf7d4b6-zlpb4                                1/1     Running                      1816 (4d13h ago)   12d     10.244.0.11       talos-h93-b9x           <none>           <none>
openclaw                 openclaw-terminal-887c77bcb-4dmdf                        1/1     Running                      0                  11d     10.244.0.106      talos-h93-b9x           <none>           <none>
opencode                 opencode-terminal-d457c4cbf-qmfvw                        1/1     Running                      0                  11d     10.244.0.104      talos-h93-b9x           <none>           <none>
ordinox-agent-runtime    ordinox-nats-0                                           0/2     CreateContainerConfigError   0                  5d23h   10.244.5.14       talos-138-201-202-174   <none>           <none>
ordinox-agent-runtime    ordinox-redis-58b8944cc8-pkr8p                           1/1     Running                      0                  5d23h   10.244.4.9        talos-5h3-83r           <none>           <none>
ordinox-edge             ordinox-edge-nginx-controller-9brl2                      1/1     Running                      0                  6d      148.251.247.56    talos-h93-b9x           <none>           <none>
ordinox-logging          ordinox-loki-0                                           2/2     Running                      0                  8d      10.244.0.207      talos-h93-b9x           <none>           <none>
ordinox-logging          ordinox-loki-gateway-8547b5d57c-8qvxk                    1/1     Running                      0                  8d      10.244.0.205      talos-h93-b9x           <none>           <none>
ordinox-monitoring       alertmanager-ordinox-monitoring-kube-pr-alertmanager-0   2/2     Running                      0                  8d      10.244.0.202      talos-h93-b9x           <none>           <none>
ordinox-monitoring       ordinox-monitoring-grafana-65d8bdb685-tqdxv              3/3     Running                      0                  8d      10.244.0.200      talos-h93-b9x           <none>           <none>
ordinox-monitoring       ordinox-monitoring-kube-pr-operator-5bbdc55c97-j5ftx     1/1     Running                      0                  24h     10.244.0.64       talos-h93-b9x           <none>           <none>
ordinox-monitoring       ordinox-monitoring-kube-pr-operator-5bbdc55c97-xxrnc     0/1     Completed                    0                  8d      10.244.0.199      talos-h93-b9x           <none>           <none>
ordinox-monitoring       ordinox-monitoring-kube-state-metrics-54b7f487c5-dctdv   1/1     Running                      0                  8d      10.244.0.198      talos-h93-b9x           <none>           <none>
ordinox-monitoring       prometheus-ordinox-monitoring-kube-pr-prometheus-0       1/2     CrashLoopBackOff             2327 (9s ago)      8d      10.244.0.208      talos-h93-b9x           <none>           <none>
ordinox-terminal         terminal-workspace-857586c66-dmfxt                       1/1     Running                      0                  4d13h   10.244.4.89       talos-5h3-83r           <none>           <none>
ordinoxai-factory-dev    ordinoxai-aia-orchestrator-84ff5cd796-kz7hl              1/1     Running                      0                  5d      10.244.5.59       talos-138-201-202-174   <none>           <none>
ordinoxai-factory-dev    ordinoxai-channel-gateway-7b4ccb7875-46gb5               1/1     Running                      0                  5d6h    10.244.5.46       talos-138-201-202-174   <none>           <none>
ordinoxai-factory-dev    ordinoxai-factory-api-68c5678f7d-rn5rf                   1/1     Running                      0                  4d22h   10.244.5.65       talos-138-201-202-174   <none>           <none>
ordinoxai-factory-dev    ordinoxai-factory-minio-7dbd7c64cc-h5cxn                 1/1     Running                      0                  5d8h    10.244.4.42       talos-5h3-83r           <none>           <none>
ordinoxai-factory-dev    ordinoxai-factory-nats-85f5bbbcd7-5bqsr                  1/1     Running                      0                  5d8h    10.244.5.18       talos-138-201-202-174   <none>           <none>
ordinoxai-factory-dev    ordinoxai-factory-postgres-0                             1/1     Running                      0                  5d8h    10.244.4.45       talos-5h3-83r           <none>           <none>
ordinoxai-factory-dev    ordinoxai-factory-qdrant-0                               1/1     Running                      0                  5d19h   10.244.4.19       talos-5h3-83r           <none>           <none>
ordinoxai-factory-dev    ordinoxai-factory-redis-744f9c5f8b-h7kpj                 1/1     Running                      0                  5d19h   10.244.4.16       talos-5h3-83r           <none>           <none>
ordinoxai-factory-dev    ordinoxai-factory-web-56c98b5694-4vp6g                   1/1     Running                      0                  5d6h    10.244.5.47       talos-138-201-202-174   <none>           <none>
ordinoxai-factory-dev    ordinoxai-model-router-7c5d75c669-kgfll                  1/1     Running                      0                  4d23h   10.244.4.82       talos-5h3-83r           <none>           <none>
ordinoxai-factory        agent-orchestrator-74f848479c-pp6b5                      1/1     Running                      0                  5d23h   10.244.5.6        talos-138-201-202-174   <none>           <none>
ordinoxai-factory        agent-runtime-6ffc6d8f75-zskzx                           1/1     Running                      0                  5d23h   10.244.5.11       talos-138-201-202-174   <none>           <none>
ordinoxai-factory        agent-template-registry-7bff98cd6f-2nbpz                 1/1     Running                      0                  5d23h   10.244.5.7        talos-138-201-202-174   <none>           <none>
ordinoxai-factory        evaluation-service-684b5cbdf7-cv92s                      1/1     Running                      0                  5d23h   10.244.5.9        talos-138-201-202-174   <none>           <none>
ordinoxai-factory        ordinox-factory-api-5467848758-6zccg                     1/1     Running                      0                  5d23h   10.244.0.156      talos-h93-b9x           <none>           <none>
ordinoxai-factory        rag-service-85f9cf9b9c-ck92n                             1/1     Running                      0                  5d23h   10.244.5.10       talos-138-201-202-174   <none>           <none>
ordinoxai-factory        tool-connector-service-67d467b5d9-66wl9                  1/1     Running                      0                  5d23h   10.244.5.8        talos-138-201-202-174   <none>           <none>
ordinoxai-prod           ordinoxai-motion-landing-cd559597-5z4ht                  1/1     Running                      0                  12d     10.244.0.35       talos-h93-b9x           <none>           <none>
ordinoxai-prod           ordinoxai-motion-landing-cd559597-rd22s                  1/1     Running                      0                  12d     10.244.0.34       talos-h93-b9x           <none>           <none>
ordinoxai-prod           ordinoxai-web-859f4cbbcc-5nfwq                           1/1     Running                      0                  12d     10.244.0.32       talos-h93-b9x           <none>           <none>
ordinoxai-prod           ordinoxai-web-859f4cbbcc-7jlxb                           1/1     Running                      0                  12d     10.244.0.33       talos-h93-b9x           <none>           <none>
sakina-api               sakina-api-65b7cc7fd6-gmqsj                              1/1     Running                      0                  2d15h   10.244.0.169      talos-h93-b9x           <none>           <none>
sakina-api               sakina-api-65b7cc7fd6-v4fv2                              1/1     Running                      0                  2d16h   10.244.4.155      talos-5h3-83r           <none>           <none>
sakina-api               sakina-api-65b7cc7fd6-vjbnz                              1/1     Running                      0                  2d15h   10.244.5.21       talos-138-201-202-174   <none>           <none>
sakina-data              postgres-0                                               1/1     Running                      1 (2d16h ago)      2d16h   10.244.5.252      talos-138-201-202-174   <none>           <none>
sakina-data              qdrant-0                                                 1/1     Running                      0                  2d      10.244.4.146      talos-5h3-83r           <none>           <none>
sakina-mobile-staging    sakina-admin-7fdcd8f65c-566sf                            1/1     Running                      0                  17h     10.244.4.232      talos-5h3-83r           <none>           <none>
sakina-mobile-staging    sakina-backend-6d78df6666-nmwt4                          1/1     Running                      0                  17h     10.244.4.231      talos-5h3-83r           <none>           <none>
sakina-mobile-staging    sakina-backend-6d78df6666-qbvdl                          1/1     Running                      0                  17h     10.244.5.173      talos-138-201-202-174   <none>           <none>
sakina-mobile-staging    sakina-llm-gateway-5fc5c7ddf7-xv6m7                      1/1     Running                      0                  18h     10.244.5.172      talos-138-201-202-174   <none>           <none>
sakina-mobile-staging    sakina-ollama-556784b594-k8zzf                           1/1     Running                      0                  18h     10.244.5.169      talos-138-201-202-174   <none>           <none>
sakina-mobile-staging    sakina-postgres-0                                        1/1     Running                      0                  5d8h    10.244.5.16       talos-138-201-202-174   <none>           <none>
sakina-mobile-staging    sakina-qdrant-0                                          1/1     Running                      0                  2d      10.244.4.166      talos-5h3-83r           <none>           <none>
sakina-mobile-staging    sakina-rag-ingestion-5bf7f66c69-4h82d                    1/1     Running                      0                  18h     10.244.4.230      talos-5h3-83r           <none>           <none>
sakina-mobile-staging    sakina-rag-retrieval-7869f9857-mdt4t                     1/1     Running                      0                  18h     10.244.4.229      talos-5h3-83r           <none>           <none>
sakina-mobile-staging    sakina-redis-586ccb78c6-576fx                            1/1     Running                      0                  26h     10.244.5.201      talos-138-201-202-174   <none>           <none>
sakina-monitoring        grafana-c67cdd5bf-r57jz                                  1/1     Running                      0                  3d10h   10.244.5.66       talos-138-201-202-174   <none>           <none>
sakina-monitoring        jaeger-7966674596-pvmmt                                  1/1     Running                      0                  3d10h   10.244.5.68       talos-138-201-202-174   <none>           <none>
sakina-monitoring        prometheus-59cfd5fc86-828dr                              1/1     Running                      0                  3d10h   10.244.5.69       talos-138-201-202-174   <none>           <none>
sakina-prod              sakina-backend-744b6c5785-r6t9q                          1/1     Running                      0                  2d16h   10.244.5.241      talos-138-201-202-174   <none>           <none>
sakina-prod              sakina-frontend-6f6f4547b5-fw9tk                         1/1     Running                      0                  2d      10.244.5.40       talos-138-201-202-174   <none>           <none>
sakina-prod              sakina-frontend-6f6f4547b5-kcp74                         1/1     Running                      0                  2d15h   10.244.4.162      talos-5h3-83r           <none>           <none>
sakina-prod              sakina-landing-7d7f6474c4-4fp2r                          1/1     Running                      0                  9d      10.244.0.162      talos-h93-b9x           <none>           <none>
sakina-prod              sakina-landing-7d7f6474c4-rr6sq                          1/1     Running                      0                  9d      10.244.0.161      talos-h93-b9x           <none>           <none>
sakina                   sakina-waitlist-6d8d678bfd-tqqs5                         1/1     Running                      0                  2d18h   10.244.5.221      talos-138-201-202-174   <none>           <none>
supabase                 supabase-supabase-analytics-c6b9fdd49-mdfx5              1/1     Running                      0                  12d     10.244.0.12       talos-h93-b9x           <none>           <none>
supabase                 supabase-supabase-auth-678d5b45bb-p5z79                  1/1     Running                      0                  12d     10.244.0.13       talos-h93-b9x           <none>           <none>
supabase                 supabase-supabase-db-0                                   1/1     Running                      0                  12d     10.244.0.28       talos-h93-b9x           <none>           <none>
supabase                 supabase-supabase-functions-54fbbb5fc7-5pwgg             1/1     Running                      0                  22h     10.244.0.74       talos-h93-b9x           <none>           <none>
supabase                 supabase-supabase-functions-54fbbb5fc7-vxv5f             0/1     Error                        0                  12d     10.244.0.22       talos-h93-b9x           <none>           <none>
supabase                 supabase-supabase-imgproxy-66d6fdd847-5zbg9              1/1     Running                      0                  12d     10.244.0.26       talos-h93-b9x           <none>           <none>
supabase                 supabase-supabase-kong-5c9769574c-wdd2g                  1/1     Running                      0                  12d     10.244.0.14       talos-h93-b9x           <none>           <none>
supabase                 supabase-supabase-meta-7978bd4799-wvvzv                  1/1     Running                      0                  12d     10.244.0.18       talos-h93-b9x           <none>           <none>
supabase                 supabase-supabase-realtime-6b65b77ddf-5s8dn              1/1     Running                      0                  12d     10.244.0.17       talos-h93-b9x           <none>           <none>
supabase                 supabase-supabase-rest-67857b65f7-xsn2g                  1/1     Running                      0                  12d     10.244.0.15       talos-h93-b9x           <none>           <none>
supabase                 supabase-supabase-storage-75b8c6b657-fw5tk               1/1     Running                      0                  12d     10.244.0.23       talos-h93-b9x           <none>           <none>
supabase                 supabase-supabase-studio-5cf64fc594-tc8zp                1/1     Running                      0                  12d     10.244.0.27       talos-h93-b9x           <none>           <none>
